seq_idx,image_number,path,saliency_score,saved_png
0,0,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_021766699.dcm,1.5008790796855465e-05,000_img000_pred-subarachnoid_p0.994_s0.00002_ID_021766699.png
1,1,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_cce37a3d7.dcm,1.0762817510112654e-05,001_img001_pred-subarachnoid_p0.994_s0.00001_ID_cce37a3d7.png
2,2,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_bab44e38a.dcm,1.3807559298584238e-05,002_img002_pred-subarachnoid_p0.994_s0.00001_ID_bab44e38a.png
3,3,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_0c15a4aeb.dcm,2.0693558326456696e-05,003_img003_pred-subarachnoid_p0.994_s0.00002_ID_0c15a4aeb.png
4,4,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_f0b2f0a3d.dcm,5.637081267195754e-05,004_img004_pred-subarachnoid_p0.994_s0.00006_ID_f0b2f0a3d.png
5,5,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_3f32e8b63.dcm,0.00013893753930460662,005_img005_pred-subarachnoid_p0.994_s0.00014_ID_3f32e8b63.png
6,6,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_30d33bb3c.dcm,3.154652949888259e-05,006_img006_pred-subarachnoid_p0.994_s0.00003_ID_30d33bb3c.png
7,7,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_12662474d.dcm,0.0004905409296043217,007_img007_pred-subarachnoid_p0.994_s0.00049_ID_12662474d.png
8,8,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_2204a4c20.dcm,0.00020097401284147054,008_img008_pred-subarachnoid_p0.994_s0.00020_ID_2204a4c20.png
9,9,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_4b52497ab.dcm,0.0007222249987535179,009_img009_pred-subarachnoid_p0.994_s0.00072_ID_4b52497ab.png
10,10,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_b0728ffd0.dcm,0.00022439309395849705,010_img010_pred-subarachnoid_p0.994_s0.00022_ID_b0728ffd0.png
11,11,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_61a0977fc.dcm,0.0005180814187042415,011_img011_pred-subarachnoid_p0.994_s0.00052_ID_61a0977fc.png
12,12,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_b30d758ca.dcm,0.0003076939610764384,012_img012_pred-subarachnoid_p0.994_s0.00031_ID_b30d758ca.png
13,13,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_d38b1bc70.dcm,0.0010704114101827145,013_img013_pred-subarachnoid_p0.994_s0.00107_ID_d38b1bc70.png
14,14,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_1974ee449.dcm,0.0007387687801383436,014_img014_pred-subarachnoid_p0.994_s0.00074_ID_1974ee449.png
15,15,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_0c9645c0c.dcm,0.002640078542754054,015_img015_pred-subarachnoid_p0.994_s0.00264_ID_0c9645c0c.png
16,16,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_df3f1e224.dcm,0.0008458819938823581,016_img016_pred-subarachnoid_p0.994_s0.00085_ID_df3f1e224.png
17,17,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_214ec75d7.dcm,0.00042591855162754655,017_img017_pred-subarachnoid_p0.994_s0.00043_ID_214ec75d7.png
18,18,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_89242f13b.dcm,0.0003166947280988097,018_img018_pred-subarachnoid_p0.994_s0.00032_ID_89242f13b.png
19,19,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_4ae141ea5.dcm,0.0003646194818429649,019_img019_pred-subarachnoid_p0.994_s0.00036_ID_4ae141ea5.png
20,20,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_d3a08400b.dcm,0.00022697066015098244,020_img020_pred-subarachnoid_p0.994_s0.00023_ID_d3a08400b.png
21,21,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_96aee8928.dcm,9.736759238876402e-05,021_img021_pred-subarachnoid_p0.994_s0.00010_ID_96aee8928.png
22,22,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_59a4ba9f6.dcm,0.00011023236584151164,022_img022_pred-subarachnoid_p0.994_s0.00011_ID_59a4ba9f6.png
23,23,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_f32db7d03.dcm,7.942623051349074e-05,023_img023_pred-subarachnoid_p0.994_s0.00008_ID_f32db7d03.png
24,24,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_3f3fbea40.dcm,0.0010514161549508572,024_img024_pred-subarachnoid_p0.994_s0.00105_ID_3f3fbea40.png
